i need to file a restraining order against my husband to help me get my u visa under the womens against violence act	1
he has a record of dv and a restraining order from a previous relationship will this send him to jail	1
how long does it take for a person who married a us citizen to get permanent green card	1
i heard this could take  to  years	1
i am married to someone and it is not working out	1
i want a divorce but my partner does not speak about immigration status so i do not know where my partner is in the process except that we got married on nd of august	1
my partner has a top lawyer handling her immigration but i cannot speak to the lawyer	1
i want to divorce but i also want to know where the immigration status is	1
i went to the first interview a couple of months after marriage and it went well	1
am i putting my partner at risk of being sent to original country if we divorce	1
do i need a lawyer for a pc	1
was arrested but not booked on the above	1
i totally did nothing except try to walk away from at least  young females at a local fair while trying to board a ride	1
the security law enforcement who grabbed me would not identify themselves or tell me what they were doing	1
i was scared i was in the middle of an abduction	1
it was just me and my boyfriend and at least  juveniles and  adults	1
i was the only one taken	1
i was turned over to a monterey city pd officer at the gate	1
and taken to pd station where i was allowed to sit on the curb and wait for my ride after getting a citation	1
i have a court date of november th	1
i am young and a working person and cannot afford a private attorney	1
i will not plead guilty or no contest to this as i did nothing wrong and do not want a record for this	1
i have never had any trouble prior to this and was only trying to leave the premises when i was taken	1
how do i go about getting this dropped	1
i am on hb visa th yr i approved labor doneeb	1
if i switch to f can i later move back to hb	1
i am in the th year that ends on sep th	1
my green card application is pending under eb category not current since i am indian	1
i- is approved labor certification is complete	1
if for some unavoidable reason my employer does not renew my hb and i did a change of status to f can i later find a job and have my employer file for an hb and keep my existing priority date	1
if my employer did extend my hb how long would this be for	1
year or  years	1
if my employer did extend my hb and i was subsequently terminated and switched to f status could a different employer file for an hb on my behalf and keep my existing priority date	1
sorry for the long list of questions but i would greatly appreciate your advise	1
thank you	136
house was granted to me in divorce and quick claim deed done both names still on loan if ex files bky will it effect me	1
i have been in the usa for yrs now lost my green card and trying to get a new one however i am homeless in california	1
i need my green card to get housing what can i do	1
can cops come to my house after sister stole and then left store in which loss prevention kept her purse but have no id	1
my sis stole  bucks of food from california wal-mart got stopped by loss prevention whch grabbed her purse thinking it had her personal information and ran back inside store saying we r going to get u we have ur id	1
but it had no id and no wallet just a friends gas bill and possibly an envelope with my sisters name on it	1
they thought this would make her come back in store but she got in car and drove away scared	1
cops be knocking on her door with no id and no proof it was her	1
if it was only  dollars in food which she didnt take because she gave them the basket back with the food in it	1
also the lp technically stole her purse	1
and though her intent was to steal she gave it back	1
if cops do come what is best thing to say to mot incriminate herself amd avoide being taken jail	1
do i have a lawsuit against burger king for terminating me while on medical leave due to pregnancies	1
i was placed on medical leave by my doctor    i delivered	1
i was still on medical leave and became pregnant again	1
my doctor never released me to work	1
i turned in my new doctors slip	1
after i had my second child    burger king was calling to see when i was coming back	1
my doctors note excused me til	1
i was terminated    i was notified via facebook from a coworker	1
i was never sent paper work or notified by the boss	1
i just received my permanent residency card how long do i have to wait until i can apply for my children to immigrate	1
my daughter is a heroin addict	1
there is testimony that support the statement that she   is ready   for rehab that she no	1
longer wants to dig in the hole of drug abuse	1
but she was picked last week on a probation violation shoplifting	1
non violent drug related criminal activity- so says the administrative director of the rehab facility that my daughter had been talking with and is being held without bail at least until her next court date	1
i have yet to talk to her pd but nd hand his opinion is that she is looking at jail time -he tied it to a fine restitution that she would need to   make a sizable good faith payment on	1
my question is whether or not a court ordered rehab is a feasible outcome in this situation and what kind of options exist for   tailoring   it to the program that she was willing to enter before this arrest	1
if a person has a perment visa and their spouse is a us citizen and passes away does the person with the visa have legal	1
rights to stay in the usa	1
my lawyer tried to get us to settle a commercial case when we decided not to he is withdrawing is it violatin ethics	1
its a commercial case where we are the plantiff suing someone who has taken our money but didnt fulfill her contractual commitment	1
our lawyers fee is based on contingency we paid   whatever we can get	1
but the lawyer has tried so hard to get us to settle when we decided not to he wants to withdrawal and put a lien against us about his fee	1
is it a violating of ethicis	1
as what i found in california legal ethics	1
withdrawal not justified	1
a lawyer retained on contingent fee basis who withdraws on ground that the recovery would be too small to warrant further work on the case was not entitled to assert lien for fees	1
cohen nd dist   cal	1
withdrawal was not justified because of client	1
s refusal to settle	1
estate of falco nd dist	1
d  -  cal	1
do you have to submit tax returns with the fl- if you have provided recent pay stubs	1
in my divorce i filed an fl- and my pay stubs but my spouse is telling me im required to include my tax returns	1
but all the instructions ive found for the fl- say to submit pay stubs - not tax returns	2
we were only married for a couple of years have no kids and no assets	2
everything else has already been divided	2
scammer sends a fraud email pretending to be someone from irs do they still have you info if	1
and i gave my ssn on a web link do they have my info and what if i received something saying mailer daemon@yahoo	1
com failure notice   sorry we were unable to deliver your message to the following address	1
who persons can not be a witnesses in the will	1
if someone is working in the usa does this always mean they have a visa	1
am a citizen born in the usa and i want to help out my uncle with his visa	1
what steps do i need to take	1
can landlord increase my rent solely because my children are now grown and are now ages  and	1
my kids were young when we moved in in dec	1
they are now ages  and	1
we live in los angeles california	1
landlord and property mgmt company have given me letter that they are increasing my rent because of this	1
i dont know what the hell racket they trying to pull	1
is this bull legal	1
i have a girl friend in china she will come to visit me and we plan to marry in san francisco	1
can she stay here with me	1
after the offical marriage	1
how can i apply the related paper	1
will she able to get the green card	1
can i travel abroad with expired green card and extension letter stating that my gc extended for  yr	1
if we have not signed all documnets related to the sale of our home but have signed ps is the contracet fully executed	1
and binding	1
i rented a room to someone in my apartment	1
i cannot get her to move	1
how do i get her to move	1
she only lived here a few months	1
i stopped accepting rent from her on december	1
i have given her a letter to please move out	1
she appears to be emotionally unstable and started stalking my husband and i with numerous hostile texts	1
my husband bought a new car and spent over	1
out of a joint account soon after we seperated	1
what can i do now	3
our  year old daughter lives with me	1
she has add i am bi-polar	1
we cant get jobs	1
he only pays  a month alimony	1
married  years	1
mother died with will saying her property be equally divided between  children however  child is already dead she	1
didnt update will how is the dead childs child an heir to her estate	1
her will is specific as to what grandchildren get but now one grandchild is an heir equal to her  live children	1
dead child had no estate or will	1
what can i do when the attorney send the check to a diffent address and it been many years ago and i just found out	1
can a landlord accept money from a tenant while a unlawful detainer is in progress	1
i the landlord gave tenant a  day notice more then  days ago last week she gave me  dollars   the rent is	1
she wrote on the check rent through --	1
i have not cashed the check	1
to get rid of my hawaii time share purchased for cash in  can i just stop paying the maintenance fees	2
it will go to	1
it will go to a collection agency then let it go into foreclosure and eventually the deed will go back to them	1
i called the resort the solei company that manages this resort and they said they dont take them back and cant help me	1
i offered them money for the transfer fees or quit claim but they refused to talk to me about	1
i do not have any immigration case pending but birthday on us citizen does not match ss card	1
will this affect my future	1
i am unable to obtain my birth certificate due to it being destroyed in viet nam after during   the war	1
my parents completed paperwork when we arrived in us and did not realize in the us date is month day year	1
they filled my birth date as day month year as asia  european countries do	1
should i pursue correcting documents	1
my husband used me to get a green card and bring his child to the us and now left me what can i do	1
i found out he used me to get his and daughters greed card and the i sponsored the child and she had been here since may th  left to canada for  months and today    is leaving back to armenia	1
and the father took  her  away on    and called and said he wants a divorce	1
the child was the one causing the trouble between us what can i do	1
am i still responsible for a a sponsorship of that child if no longer is going to stay in us	1
how does the u	1
constitution or a state constitution differ from other sources of law	1
im year old female if i had sex with an year old how many days will i go to jail just curious	1
can a habeas corpus sentence can have a parolle	1
if there is a grant deed can there still be problem with title lien prior to the grant  deed date when purchasing house	1
i am looking at a house that the owner had grant deed from prior owner however looking through the record an mortgage lien from the prior owner did not show reconvience	1
is this a problem	2
current owner does have mortgage from large bank	1
if it is a problem with title what can be done to clear the title	1
can i still get deported if im going through a program they say if i complete this program i dont have to appear in	1
front of a judge the case will be no charges against me and the case will be dismissed and will not have a record of convention	1
been married  years wanting divorce	1
no combined properties bank account or kids	1
what do i do and how much costs	1
irreconsilible differences	1
no real estate money or kids shared	1
what steps to take and how much cost	1
married in vegas live in california	1
i am over  south african widowed no children	1
my parents are both us citizens	1
can i work in the us while applying	1
i would be applying for permanent residence	1
i believe it is a long wait though hence the desire to work in the usa while waiting for my visa to be approved	1
assistance in the regard would be  much appreciated	1
selling our house have a tenant in our in-law apt	1
can the new ownerstell the renter they need to move	1
i was recently served in a civil lawsuit what is the average rate to file a demurrer to complaint  motion to strike	1
if you have additional details about your question fill them here	9
my husband filed a false tro against me	1
i missed the hearing b c the wrong address was on the paperwork	1
i scheduled an	1
ex-parte hearing for this monday morning to see the judge but am wondering if i need to go about this another way such as filing a motion to dismiss or something to that effect	1
or do i just go in front of the judge and explain my case	1
also i want to note that the fro has  not been served on me yet	1
i dont now if that makes any difference or not	1
is it possible to get records of past workmans compensation cases	1
i was injured in a job related traffic accident around  and saw a doctor robert smith at a firemans fund office i believe who diagnosed my spinal bifida in the course of his x-ray examinations so i could return to work	1
i need to get a copy of the x-rays for current issues	1
can a case be re-opened after state appeall is over and did not file a federal hebeas corpus with in the one year time	1
how do i file devorce if i am a housewife	1
i have two small babies	1
can a man born in the us with familial ties in iran legally take a us born child to iran	1
the father born in the us has threatened the mother with something called   persian rights   which supposedly gives him the right to take their son to iran without her permission and preventing her from ever seeing the child again	1
the young mother a client of mine is fearful that hes telling the truth and therefore lets the father get away with a lot of things out of fear she could lose her son	1
filed for divorce have to find a new place to live if i buy a home before divorce is final will my ex own it too	1
can i sue my sister for taking money from my moms account after she die and not tell me if theres no  will	1
also my mom have as a storage of her belongings i can sue her for not paying the bill after she took the money and loss the storage can i sue for the stuff of mind from my mom	1
does the green card holders need to live in u	1
s the entire time in order to sponsor immidiate family	1
my mom is a green card holder but she does not live in the u	1
s permanently	1
she is only here once every  months	1
is she still able to sponsor her child who is unmarried and under year of age	1
or she need to live in the u	1
s permanently in order for the case to be proceeded successfully	1
how many days can you go back and track a persons location that is on gps monitoring ankle bracelet	1
how long you will take a new citizen of us to file for fianzee visa	1
i just receive my citizenshiphow long will take to file for my fiancee outside us	1
if child supportcustody is ordered in  county  now neither parent lives there where would modification be filed	1
the order was originally in san bernardino county	1
now mother lives in la county and father in san diego	1
father would like to file custody modification	1
does he have to do everything in original county	1
we signed an agreement had it notarized	1
in the agreement she asked for$ upfront	1
i paid she reneged	1
can i sue	8
approximately  months after the agreement i was placed on furlough at work	1
i contacted her and told her about the furlough	1
made a change to the agreement stating that as soon as the furlough was over that i would pay the regular agreed payment plus the amount that was missed during the furlough in addition	1
she opened the case anyway i was down to approximately $	1
after adding interest it balloon to $	1
she didnt have a bank account so i put the money on a walmart card for her	1
i cant account for what was placed on the card can i sue for the $ that i gave her upfront	1
she signed the notarized agreement stating that she received the $	1
also she is in alabama and i am in california	1
can a home in a trust be sold to a family member for less than the value the realtor appraised it for in the trust	1
the trust attorney asked the realtor to price it high so no taxes would be due upon its sale	1
what form do i need to send a creditor when amending my schedule f	1
a parcel on our private road was bought by a retirement center and it connects with other property they already own	1
which is not on our road	1
do all of the residents of the entire center now have legal rights to use our private road	1
how do i find online records for a med mal lawsuit	1
we are pretrial but i want to make sure the case has been filed	1
i decided to fire my talent agent after they screwed up and sent my resume to my current employer	1
they say i cant	1
and that the contract with them is iron clad and unbreakable	1
the contract has an arbitration clause and they have filed suit	1
cant i fire them for cause	1
does child support end on the th birthdate	1
the birthday is nd of the month or is it paid for the entire month	1
i have an easment on a driveway of my neighbours driveway	1
does he has the right to charge me a fee	1
for the same reason	1
please let me know  thank you	2
i am with albanian nationality	1
i wanted to get some information from your office if is possible	1
can a failed asylum seeker who has returned to his own country voluntarily can come back to uk and seek asylum again for the same reason	1
do i have a right to ask the other party questions in court	1
can a person be found guilty for under the influnce when given a urine test	1
but hadnt used for a day and half	1
i have an eviction judgement and i am told that they will garnish my wages	1
i cant pay can i vacate the judgement	1
in  due to loss of my job i had to leave and move from southern california to northern california	1
however because i was evicted the law firm of that apartment complex found me and i received a judgment regarding interest accrued on the original judgement and a threat that they will going to garnish my wages	1
i am very poor i can barely make it from month to month	1
i am willing to pay them $ a month or if there is a way i can vacate the judgement	1
i dont want my wages garnished because  i can loose my apartment where i live now and end up on the streets which in return the law firm  will have no money to garnish any longer	1
does a contract in ca have to have terms and conditions highlighted in bold type to be legally binding	1
can credit card co	1
forclose on my house after they get a lein on it for $k	1
in los angeles county can a credit card co	1
forclose or force sale on your residence after they have a lein on your property  a judgement from the court as a result of defaulting on a   revolving credit card   debt if the amount is $  theres k equity in your residence	1
should i give their money back for a mo paid and use last month instead	1
tenant paid first n last mo as security deposit paid current mo and notify me on mid month they are leaving in  days and want curent mo paid back and use their last mo instead	1
my boyfriend and i were arrested in october for   possession of a controlled substance parephenalia	1
we were held for  days went to court and were released because the d	1
didnt file charges	1
i now see online i never received any notice that the case is open we have a court date in september	1
it is for a misdemeanor	1
what kind of time  charges are we looking at	1
we already served time me for  days and my bf for  days when were arrested	1
law enforcement let us go	1
we were let go without any charges but now the case is reopened	1
im confused please help	1
how much are the damages for personal injury for one cut under the chin and another one at the right eyebrow	1
what is required to be a petitioner who files a petition to remove a successor trustee in a living trust in california	1
can a friend of the family who does not want any compensation or stand to inherit any benefits or assets petition the court to have a trustee removed and a new trustee be appointed	1
i am interested party who wants to at least stop the potential sale of real property by a trustee who is now being controlled by someone from her church	1
even though neither she nor her sister who is also a beneficiary really wants to sell	1
my father died january  with no will	1
i have two sisters and one brother	1
my one sister moved into his mobile home and emptied his bank account and my other sister transferred the park share his trailer is on into her name	1
she said she spoke with a lawyer and no probate was needed but the land value is over $	1
how can i get my brother and my name added to the park share	1
my sister said my dads credit card debt was void after a year and it was $	1
she is now trying to sell the land and mobile home	1
which embassy should i apply to for the fastest interview appointment for my iranian fiancee	1
i am applying for a k- visa for her and would like to know between ankara yerevan or abu dahbi which one is less busy and can process the application faster	1
i have checked their website and they do not provide any details on appointment dates	1
what is the majority opinion trying to convey in dickerson v united states	1
we were afraid to lose our house a man told us to add his name to the deed we want to take him off he refuses	1
what is an allegation	1
can you suggest an immigration attorney in santa clara ca	1
cost matters	1
this search is using my current ip address in kansas rather than the city i entered santa clara ca	1
can a child leave school at the age of  without parents consent	1
im a fiance visa holder but the relationship didnt work out end up marrying another man can i still get green card	1
me and my fiance break up so im married with another guy and now im pregnant is that possible that im eligible to get green card	1
were my fourth amendment rights violated	1
after being followed by a unit for three right hand turns the unit pulled in front of my vehicle so i could no longer drive pulling my passenger from my vehicle without knowing who he was claiming he had warrants	1
he did not he had just been released	1
there were no lights on the police car at the time	1
one minute or so later there were two more units behind my vehicle and i was asked if my passenger left anything in my car	1
i was then asked to get out of my vehicle	1
then i was asked if they could search it	1
i agreed mainly due to intimidation factors i was shook up by the way my passenger was ripped from my vehicle	1
i was found in possession of prescription medication that was not prescribed to me	1
i do not have enough room here to explain any further but this is various other things in this traffic stop i believe to be illegal	1
should i get an attorney	1
my public defender will not speak past the reason i was pulled over	1
will not hear me out at all can i fire him	1
to file for pardon does a lawyer do that	1
does the biological father always have the right to just step in and try to take the baby away from the mother	1
the baby is three months old and the father has only seen her one time and he suspects that the mother used drugs on a couple of ocasions and is demanding a hair folicle drug test and says if he finds out she used drugs at all he will take the baby away	1
the baby is currently residing with mom and grandma me	1
so what i am asking is can he just show up at my house and try and get the baby away from my home with mom	1
also he never signed the birth cirtificate	1
what how should i file for civil litigation for the transfer of monies of utma account from trustee to beneficiaryme	1
trustee refuses to transfer utma acct monies	1
bank said they want court order to release money to me	1
i have reached age of majority  years ago	1
how can inmate request parole hearing his on his  yr in state prison	1
if an attorney conceals important documents and continues to bill their client is that considered extortion	1
would concealment negate all contracts	1
im waiting for green card interview sponsored by my wife	1
is it okay for us to get monthly tax credit for health care	1
i am wondering if getting a monthly tax credit for our health care plan will be a negative factor when we have our green card interview	1
what does the calif civl code section  entail	1
us immigration vs nvc	1
i have question regarding my petition for father i after  years we received email that it was transferred to nvc while my father was and is in usa nvc satin	1
since we didnt respond to them more than a year we have to pay fees again and resubmit all documents	1
why nvc and why they saying we didnt respond when after we received email i called them after which nvc sent us letter how to pay and what to submit	1
i have applied for my father to get green card not visa	1
my drivers license and social security name does not match my birth cert will it cause a delay when applying for citizen	1
do family trusts need to go through probate in california	1
is browsing the web a copyright violation	1
strictly speaking - browsing the web creates a copy of copyrighted material	1
this is a full text copy including all imagery	1
this is illegal even if its for personal use isnt it	1
related to that - if user has an adblocker installed is this even more illegal	1
if a judge awards the tenant the return of their security deposit and the landlord appeals could they present new docs	1
must a plaintiff file a motion to get copies of her exhibits from federal court	1
case is in fedreal court title vii case	1
can i clear my criminal record	1
i was arrested by the police in the house i rented the person that i am renting my bedroom had drugs they took me to testify but took my fingerprints and dna i was released in hours and gave me a letter that says i am innocent of charges but my fingerprints still show the charges	1
i took criminal lawyer he wants to request factual innocence for me	1
can the attorney for a grantor sign the documentary transfer tax affidavit for riverside county california	1
i recd a court summons from a cc company at my p	1
i am unemployed and do not have a permanent address so i  use	1
box for my mail	1
the court summons has no appear in court date	1
also i just got it and it was dated	1
what should i do now	2
friend got pulled over an drugs were found in car	1
cops told her to bring in the owner of the drugs an charges dropped	1
cop writes owner a ticket when they came forward	1
went to court pled guilty	1
even tho no drugs confencated on that date on ticket	1
friend still had to go to court - seppret times	1
think they tried to charge both on  the same charge	1
what can they do	2
i would like to file for bankruptcy	1
would my ira be taken	1
the ira is in land which would have to be sold	1
the land must be sold as one piece which equals more than my debts	1
i dont want to have to sell the land	1
if i work a part time job to help ends meet can my ex request more support due to my increased income	1
my ex have full custody of my son about  years ago she went back to court to request more support	1
the judge granted her the additional support because she was not working	1
so i had to get a part time job to make up the difference	1
i found out that she started a new job about  months after she was awarded the additional support	1
i would like to know if i take this back to court to ask for a reduction in support because she is employed now will the court consider one job or both for total income	1
can this backfire and the court have me pay her more support	1
if my contract is set for  hrs a day and i work more then that without any paid extra hours what should i do	1
my mother and step dad are dead where do i go to see if my name is on the will	1
we are getting a divorce	1
how can i get a greencard	1
my american husband and i have been legally married  years	1
it has come up many times but he has still not petitioned for my greencard	1
we have  kids together	1
we are now getting a divorce and because of it i have to go back to my country	1
how can i get a green card	1
is there a way for divorcees to do it	1
because of him not petitioning ive overstayed	1
is there an age limit to posting videos online	1
is it okay for minors under  to post educational videos online	1
can you folks help a mother in a custody dispute	1
is it possible for her to speak to someone by phone	1
what  does it mean when you have been names a distributee but not mentioned by name in the will	1
my parents are cosigners on my house do they have to pay capital gains taxes when i sell it	1
due to misdiagnoses	1
statue of limitations need discovery rule	1
activated dv in us in apr  and returned to australia within a week	1
can i reenter us in apr  with green card	1
i won the dv lottery and activated in mid april th  then returned to australia within a week to complete work contract	1
im planning on moving to the us permanently in april  and will have been absent for almost a year	1
will i be allowed to enter	1
if arrested how long can the da wait to file charges on a person	1
my husband has a son that is a result of a sperm donation	1
he wants to have this child age  live with us now	1
the boys mother has agreed that my husband can take him with us to another state as she can no longer handle him and wants him to have a better life	1
she has given my husband a handwritten notorized letter stating that she is acknowledging that my husband is the biolgical father and she gives him power of attorney to make decisions for this childand states that she and my husband will share joint custody	1
this boys birth certificate does not show that my husband is the father and also shows that he retained his mothers last name	1
what legal forms do we need to have drawn up in this situation to make it easier to make legal decisions for this boy and also make sure that in fact his mother still has some legal responsiibility for him as his mother	1
how do i determine the real and personal property value to include in an affidavit - death of joint tenant	1
if an illegal immigrant marries an us citizen and has an order of deportation can the immigrant get his citizenship	1
if a landlord serves an unlawful detainer notice how long can it take before the tenant has to move out	1
is a verbal acceptance of an offer binding	1
i need to fill out paperwork for legal guardianship of a minor prior to my ap twhat forms are they	1
can i divorse in the us if i got married in mexico	1
i have ben separated from him for more than  years	1
